Game number,Game type,White player,Black player,White rating,Black rating,My colour,My rating,Winner,Did i win?,number of moves,White accuracy,White opening accuracy,White middle accuracy,White end accuracy,No. best white,No. great white,No. good white,No. ok white,No. inaccuracy white,No. mistake white,No. blunder white,Improvement white,Black accuracy,Black opening accuracy,Black middle accuracy,Black end accuracy,No. best black,No. great black,No. good black,No. ok black,No. inaccuracy black,No. mistake black,No. blunder black,Improvement black,User accuracy,User opening accuracy,User middle accuracy,User end accuracy,No. best user,No. great user,No. good user,No. ok user,No. inaccuracy user,No. mistake user,No. blunder user,Improvement user
1,600,Ainceer,Eulleer,1371,1162,White,1371,White,True,23.5,84.23,87.6,98.37,66.73,7,10,2,0,2,1,2,2,68.97,80.45,75.57,48.33,3,8,1,2,3,1,5,2,84.23,87.6,98.37,66.73,7,10,2,0,2,1,2,2
2,600,ibrahim783,Ainceer,1261,1466,Black,1466,Black,True,33.0,54.34,42.79,40.45,79.79,9,7,1,0,0,2,14,1,69.49,76.47,59.04,72.97,13,3,3,4,2,0,8,1,69.49,76.47,59.04,72.97,13,3,3,4,2,0,14,1
3,600,Ainceer,adnankrasniqi,1362,1441,White,1362,Black,False,33.0,42.48,54.32,34.16,38.96,3,5,2,2,1,4,16,1,51.45,49.36,49.06,55.92,5,5,3,0,4,3,13,1,42.48,54.32,34.16,38.96,3,5,2,2,1,4,16,1
4,600,Tdbaldwin9,Ainceer,1293,1270,Black,1270,White,False,23.5,70.21,90.94,52.32,67.37,6,7,2,0,2,1,6,1,68.3,94.94,55.69,52.27,7,6,0,2,1,1,6,2,68.3,94.94,55.69,52.27,7,6,0,2,1,1,6,2
5,600,Ainceer,AlmightyPush420,1204,1266,White,1204,Black,False,23.0,55.7,94.82,40.04,28.9,5,6,0,2,0,1,9,2,60.68,60.8,56.91,64.86,6,4,1,2,1,1,8,1,55.7,94.82,40.04,28.9,5,6,0,2,0,1,9,2
6,600,Waseem96050,Ainceer,1166,1255,Black,1255,Black,True,52.0,54.03,38.59,65.44,58.95,15,7,1,1,5,2,21,0,54.72,47.2,55.61,61.81,17,7,1,2,2,2,21,0,54.72,47.2,55.61,61.81,17,7,1,2,2,2,21,0
7,600,salvationO4,Ainceer,1179,1196,Black,1196,White,False,24.5,68.57,85.2,67.9,50.53,6,8,1,2,1,0,7,2,75.24,98.76,79.7,47.28,7,10,0,0,1,1,5,2,75.24,98.76,79.7,47.28,7,10,0,0,1,1,7,2
8,600,kamburov7810,Ainceer,1024,1227,Black,1227,Black,True,37.0,57.45,58.0,70.65,43.64,12,3,3,1,4,1,13,2,77.09,76.82,85.92,68.55,16,8,2,1,2,2,6,2,77.09,76.82,85.92,68.55,16,8,2,1,2,2,13,2
9,600,Ainceer,nickdovgi,1192,1275,White,1192,Black,False,23.0,74.82,82.29,80.48,59.81,9,5,1,2,1,0,5,2,74.63,94.95,60.39,67.69,6,8,2,1,0,2,4,1,74.82,82.29,80.48,59.81,9,5,1,2,1,0,5,2
10,600,Thatguypete,Ainceer,1177,1153,Black,1153,White,False,39.5,69.21,81.14,75.87,49.69,13,10,0,2,4,2,9,2,57.15,72.79,52.61,46.04,9,9,2,2,1,1,15,2,57.15,72.79,52.61,46.04,9,9,2,2,1,1,9,2
11,600,Ainceer,zirconita,1186,1147,White,1186,White,True,20.5,85.57,99.74,77.72,79.25,14,1,1,1,1,1,2,1,46.57,56.27,40.95,41.82,4,0,2,2,2,1,9,1,85.57,99.74,77.72,79.25,14,1,1,1,1,1,2,1
12,600,Ainceer,rohitkhandelwaldev,1160,1240,White,1160,Black,False,14.0,72.53,94.21,91.8,21.34,3,4,2,2,0,0,3,2,85.38,98.01,78.29,78.45,6,5,0,0,1,1,1,1,72.53,94.21,91.8,21.34,3,4,2,2,0,0,3,2
13,600,Burj127,Ainceer,1109,1185,Black,1185,Black,True,22.0,57.53,91.81,53.93,21.94,9,2,0,1,1,1,8,2,64.78,68.4,59.18,66.25,10,3,0,0,1,1,7,1,64.78,68.4,59.18,66.25,10,3,0,0,1,1,8,1
14,600,Ainceer,NebojsaKovacevic12,1155,1138,White,1155,Black,False,34.0,68.68,73.37,53.9,78.35,10,6,5,1,3,1,8,1,60.79,64.09,70.97,47.0,10,6,2,0,4,0,12,2,68.68,73.37,53.9,78.35,10,6,5,1,3,1,8,1
15,600,Ainceer,Guest7534853718,1155,800,White,1155,White,True,32.0,57.68,62.33,48.47,62.7,10,5,0,0,3,3,11,1,55.57,56.37,43.07,68.42,9,4,3,0,0,5,11,1,57.68,62.33,48.47,62.7,10,5,0,0,3,3,11,1
16,600,Guest7534853718,Ainceer,800,1155,Black,1155,Black,True,43.0,50.34,34.53,58.96,58.64,13,3,3,2,2,0,20,0,50.27,47.82,45.54,57.63,13,3,3,0,3,2,19,1,50.27,47.82,45.54,57.63,13,3,3,0,3,2,20,1
17,600,Ainceer,ChessOnQuarentine,1176,1101,White,1176,White,True,8.5,86.39,95.82,100.0,63.36,4,3,1,0,0,0,1,2,69.49,87.46,64.51,50.0,2,3,0,0,1,0,2,2,86.39,95.82,100.0,63.36,4,3,1,0,0,0,1,2
18,600,briangaldamez,Ainceer,1013,1193,Black,1193,Black,True,35.0,77.91,77.6,73.0,83.61,13,11,1,0,4,0,6,1,72.73,84.68,48.39,86.24,12,10,2,2,1,0,8,1,72.73,84.68,48.39,86.24,12,10,2,2,1,0,6,1
19,600,Ainceer,lenin166,1215,1185,White,1215,White,True,20.5,81.59,91.72,79.81,73.25,5,9,2,1,1,1,2,2,77.37,92.69,66.12,72.61,9,3,0,1,4,1,2,1,81.59,91.72,79.81,73.25,5,9,2,1,1,1,2,2
20,600,Checkmate1678,Ainceer,1153,1233,Black,1233,Black,True,13.0,88.14,90.0,99.38,74.58,7,3,1,0,1,0,1,2,76.23,97.18,76.19,50.07,3,5,0,2,1,0,2,2,76.23,97.18,76.19,50.07,3,5,0,2,1,0,1,2
21,600,sivertsen8,Ainceer,1217,1212,Black,1212,White,False,39.5,80.36,89.42,73.18,77.8,23,6,1,0,3,0,7,1,74.42,58.53,79.98,84.74,17,9,0,2,2,1,8,0,74.42,58.53,79.98,84.74,17,9,0,2,2,1,7,0
22,600,Ainceer,sivertsen8,1194,1225,White,1194,Black,False,30.0,69.54,81.71,64.12,62.79,11,4,1,2,4,0,8,2,76.08,85.64,84.58,58.02,11,9,1,0,3,0,6,2,69.54,81.71,64.12,62.79,11,4,1,2,4,0,8,2
23,600,Da_Monke_Say_What,Ainceer,1199,1212,Black,1212,Black,True,42.0,74.4,68.78,71.37,83.05,14,13,3,0,0,4,8,0,69.96,60.88,79.59,69.4,18,9,0,1,1,2,11,0,69.96,60.88,79.59,69.4,18,9,0,1,1,2,8,0
24,600,Guest8757995112,Ainceer,800,1212,Black,1212,Black,True,31.5,49.44,52.13,28.12,69.92,9,5,0,1,0,2,15,1,61.2,62.04,53.11,68.36,9,7,1,0,1,3,10,1,61.2,62.04,53.11,68.36,9,7,1,0,1,3,15,1
25,600,Ainceer,Guest8757995112,1212,800,White,1212,White,True,42.5,54.83,55.52,52.26,56.67,13,5,3,1,1,1,19,1,53.09,47.12,54.25,57.89,10,6,1,2,5,2,16,0,54.83,55.52,52.26,56.67,13,5,3,1,1,1,19,1
26,600,pradeep7492,Ainceer,1224,1230,Black,1230,Black,True,14.0,72.01,85.72,95.91,25.0,4,4,1,1,1,0,3,2,74.12,90.63,96.35,25.7,5,4,1,0,1,0,3,2,74.12,90.63,96.35,25.7,5,4,1,0,1,0,3,2
27,600,Ainceer,Pmargiolas,1213,1211,White,1213,Black,False,19.0,47.12,65.69,7.62,64.96,2,4,0,3,0,1,9,1,51.35,42.21,53.9,59.47,3,4,0,2,0,2,8,0,47.12,65.69,7.62,64.96,2,4,0,3,0,1,9,1
28,600,Ainceer,SteBer90,1229,1226,White,1229,White,True,28.5,74.35,98.02,89.25,31.5,8,12,1,0,1,0,7,2,62.47,92.06,66.66,25.4,7,7,2,1,1,0,10,2,74.35,98.02,89.25,31.5,8,12,1,0,1,0,7,2
29,600,Ainceer,RoseGold3000,1216,1279,White,1216,Black,False,30.0,72.48,84.24,64.03,69.18,6,9,3,1,5,0,6,1,62.74,70.13,47.86,70.23,10,5,0,4,1,1,9,1,72.48,84.24,64.03,69.18,6,9,3,1,5,0,6,1
30,600,Luckyvitez1979,Ainceer,1202,1201,Black,1201,White,False,44.0,85.86,80.58,93.06,83.79,13,17,5,1,5,0,3,0,68.39,73.35,60.43,71.62,7,15,2,1,6,4,9,1,68.39,73.35,60.43,71.62,7,15,2,1,6,4,3,1
31,600,Ainceer,riteshom,1189,1245,White,1189,Black,False,19.0,79.47,95.11,86.42,54.27,2,6,4,3,1,1,2,2,79.98,96.33,46.72,94.17,9,3,1,1,2,1,2,1,79.47,95.11,86.42,54.27,2,6,4,3,1,1,2,2
32,600,Lemonchips,Ainceer,1214,1177,Black,1177,White,False,20.5,51.82,84.13,27.64,43.7,5,3,1,0,2,2,8,1,61.43,70.93,57.63,54.78,6,4,0,1,1,1,7,2,61.43,70.93,57.63,54.78,6,4,0,1,1,1,8,2
33,600,manne1,Ainceer,1175,1190,Black,1190,Black,True,28.0,82.39,91.37,80.1,74.7,10,12,0,0,2,0,4,2,69.32,81.52,46.91,78.15,12,4,2,0,1,1,8,1,69.32,81.52,46.91,78.15,12,4,2,0,1,1,4,1
34,600,alexander220204,Ainceer,1187,1203,Black,1203,Black,True,30.0,59.02,53.04,59.49,64.52,9,3,3,0,2,3,10,0,59.28,49.56,68.9,59.37,9,6,0,2,1,0,12,0,59.28,49.56,68.9,59.37,9,6,0,2,1,0,10,0
35,600,captaintelb,Ainceer,1244,1192,Black,1192,White,False,23.5,60.02,63.6,52.21,64.26,9,3,1,0,1,1,9,1,67.87,82.6,65.83,53.38,8,5,0,0,3,1,6,2,67.87,82.6,65.83,53.38,8,5,0,0,3,1,9,2
36,600,Ainceer,chopsticks10,1181,1212,White,1181,Black,False,25.0,48.89,79.37,29.76,33.73,5,4,2,0,0,3,11,1,70.07,97.67,36.3,72.78,10,5,2,0,1,0,7,1,48.89,79.37,29.76,33.73,5,4,2,0,0,3,11,1
37,180,Ainceer,LanguageNerd,1018,1195,White,1018,Black,False,24.5,60.28,89.38,68.13,19.69,6,5,1,2,3,0,8,2,61.92,86.1,43.49,56.16,6,4,2,3,0,2,7,1,60.28,89.38,68.13,19.69,6,5,1,2,3,0,8,2
38,180,Ainceer,osocratico,1161,1083,White,1161,White,True,14.5,83.79,91.26,100.0,60.12,8,4,0,1,0,0,2,2,54.37,70.08,45.49,45.84,1,4,2,0,2,0,5,1,83.79,91.26,100.0,60.12,8,4,0,1,0,0,2,2
39,180,Ainceer,D4one,1060,1122,White,1060,Black,False,6.0,91.56,86.87,94.78,93.04,2,1,2,1,0,0,0,0,63.99,99.99,67.21,24.78,1,2,0,0,0,2,1,2,91.56,86.87,94.78,93.04,2,1,2,1,0,0,0,0
40,180,sjacob89,Ainceer,1155,1006,Black,1006,White,False,30.5,64.14,77.56,36.23,77.29,10,6,1,2,0,2,10,1,69.73,90.27,65.92,53.01,9,9,0,1,3,1,7,2,69.73,90.27,65.92,53.01,9,9,0,1,3,1,10,2
41,600,nialsigh,Ainceer,1236,1171,Black,1171,White,False,55.5,71.47,76.6,59.06,79.14,19,13,3,2,2,5,12,1,68.74,70.65,55.97,79.5,22,7,1,4,5,5,11,1,68.74,70.65,55.97,79.5,22,7,1,4,5,5,12,1
42,600,Ainceer,tejas3010,1160,1173,White,1160,Black,False,12.0,66.39,99.32,48.81,51.03,4,4,0,0,0,0,4,1,90.0,87.84,88.59,93.56,5,4,0,1,2,0,0,0,66.39,99.32,48.81,51.03,4,4,0,0,0,0,4,1
43,600,mahdihoseinii,Ainceer,1175,1150,Black,1150,White,False,13.5,64.07,66.75,59.51,66.42,5,3,0,0,1,1,4,1,72.43,99.07,75.0,36.58,6,3,0,0,0,1,3,2,72.43,99.07,75.0,36.58,6,3,0,0,0,1,4,2
44,600,SamusAndrei,Ainceer,1144,1139,Black,1139,White,False,17.5,66.22,84.08,81.18,33.4,7,4,0,1,0,0,6,2,65.64,85.26,68.67,38.46,6,3,0,1,1,1,5,2,65.64,85.26,68.67,38.46,6,3,0,1,1,1,6,2
45,600,endamccabe,Ainceer,1112,1128,Black,1128,White,False,24.0,73.98,86.59,60.74,74.6,4,12,2,0,0,0,6,1,63.81,84.71,54.0,52.72,6,8,1,0,0,1,8,2,63.81,84.71,54.0,52.72,6,8,1,0,0,1,6,2
46,600,Ainceer,brownRoyalty,1138,1129,White,1138,White,True,26.5,79.46,85.79,64.89,87.69,9,6,1,4,3,1,3,1,74.33,83.94,73.88,64.03,8,5,2,2,3,3,3,2,79.46,85.79,64.89,87.69,9,6,1,4,3,1,3,1
47,600,Ainceer,lukaszek666,1147,1120,White,1147,White,True,71.5,70.79,71.76,73.4,67.21,24,18,6,0,5,2,17,2,72.15,70.44,70.15,76.03,24,12,5,7,6,3,14,1,70.79,71.76,73.4,67.21,24,18,6,0,5,2,17,2
48,600,kepje,Ainceer,1194,1139,Black,1139,White,False,27.0,71.65,76.1,59.48,79.37,10,3,2,2,3,3,4,1,65.23,84.23,26.79,84.67,9,5,0,2,2,2,7,1,65.23,84.23,26.79,84.67,9,5,0,2,2,2,4,1
49,600,Ainceer,djthap,1149,1154,White,1149,White,True,21.5,77.22,88.83,69.66,71.5,10,4,2,0,1,1,4,1,71.36,65.87,76.84,71.37,7,5,1,1,1,2,4,0,77.22,88.83,69.66,71.5,10,4,2,0,1,1,4,1
50,600,Ainceer,xvovikx,1140,1137,White,1140,Black,False,12.0,55.76,86.51,29.77,51.0,2,4,0,0,1,0,5,1,54.45,73.1,40.15,50.1,3,1,2,0,1,1,4,1,55.76,86.51,29.77,51.0,2,4,0,0,1,0,5,1
51,600,xvovikx,Ainceer,1129,1148,Black,1148,Black,True,62.0,70.73,60.67,75.71,76.08,15,15,6,6,4,5,11,0,77.78,77.49,68.38,87.95,30,11,2,4,3,1,11,1,77.78,77.49,68.38,87.95,30,11,2,4,3,1,11,1
52,600,mohamedhayder9,Ainceer,1086,1155,Black,1155,Black,True,14.0,79.54,95.71,67.0,75.0,7,2,1,0,2,0,2,1,66.12,58.12,51.92,93.88,6,1,0,2,0,1,4,1,66.12,58.12,51.92,93.88,6,1,0,2,0,1,2,1
53,600,Ainceer,Cid27,1162,1106,White,1162,White,True,33.5,62.33,42.27,77.33,69.21,10,5,1,2,4,2,10,0,42.05,4.15,54.65,67.35,5,4,2,0,4,0,18,0,62.33,42.27,77.33,69.21,10,5,1,2,4,2,10,0
54,600,Ainceer,forlit,1171,1195,White,1171,White,True,36.5,62.24,84.5,70.53,29.84,8,9,2,2,4,1,11,2,48.69,56.3,66.67,23.11,8,5,0,3,1,2,17,2,62.24,84.5,70.53,29.84,8,9,2,2,4,1,11,2
55,600,ATon1s,Ainceer,1188,1171,Black,1171,Draw,False,14.5,86.09,81.64,96.6,80.03,6,5,2,0,0,0,2,2,72.58,51.89,92.73,73.24,5,3,1,1,1,0,3,0,72.58,51.89,92.73,73.24,5,3,1,1,1,0,2,0
56,600,panu13,Ainceer,1132,1178,Black,1178,Black,True,13.0,72.69,94.37,84.02,34.27,3,4,1,1,1,1,2,2,77.69,99.54,53.02,75.03,7,3,0,0,0,0,3,1,77.69,99.54,53.02,75.03,7,3,0,0,0,0,2,1
57,600,AndriaCasteddu,Ainceer,1154,1169,Black,1169,White,False,20.5,68.22,63.84,56.72,84.09,8,3,1,1,1,3,4,1,50.22,56.8,69.89,19.57,4,4,0,0,2,0,10,2,50.22,56.8,69.89,19.57,4,4,0,0,2,0,4,2
58,600,Ainceer,TexasYazd,1162,1211,White,1162,Black,False,28.5,56.21,73.44,44.57,50.01,3,8,4,1,1,0,12,1,57.14,64.78,39.51,66.28,7,5,1,0,2,4,9,1,56.21,73.44,44.57,50.01,3,8,4,1,1,0,12,1
59,600,Ainceer,Lasik44,1153,1124,White,1153,Black,False,17.0,68.65,86.31,58.2,60.0,6,3,2,0,1,1,4,1,72.29,69.97,81.39,64.16,6,6,0,0,0,0,5,2,68.65,86.31,58.2,60.0,6,3,2,0,1,1,4,1
60,600,Lasik44,Ainceer,1117,1160,Black,1160,Black,True,41.0,64.79,76.19,46.06,72.7,15,5,3,2,1,4,11,1,69.83,54.7,60.14,96.56,20,3,1,1,3,3,10,0,69.83,54.7,60.14,96.56,20,3,1,1,3,3,11,0
61,600,Ainceer,unknownelement,1168,1145,White,1168,White,True,13.5,88.55,87.61,80.82,99.38,6,5,0,0,1,2,0,1,79.78,87.01,80.9,69.64,5,1,3,1,1,1,1,2,88.55,87.61,80.82,99.38,6,5,0,0,1,2,0,1
62,600,Yoni_Wan,Ainceer,1199,1161,Black,1161,White,False,15.5,86.72,95.9,69.97,92.46,7,5,1,0,2,0,1,1,70.14,83.63,86.74,40.05,5,4,1,0,1,0,4,2,70.14,83.63,86.74,40.05,5,4,1,0,1,0,1,2
63,600,Ainceer,Shecker00,1168,1104,White,1168,White,True,17.5,72.3,94.0,82.6,40.31,4,5,2,2,1,0,4,2,57.31,79.83,46.11,43.74,3,4,0,1,2,1,6,2,72.3,94.0,82.6,40.31,4,5,2,2,1,0,4,2
64,600,ConnorTJ72,Ainceer,1194,1160,Black,1160,White,False,31.5,71.18,90.91,62.83,58.68,11,7,3,1,0,3,7,2,60.34,77.32,50.72,51.3,10,5,2,0,2,1,11,1,60.34,77.32,50.72,51.3,10,5,2,0,2,1,7,1
65,600,Ainceer,rahulchugh1201,1168,1166,White,1168,White,True,57.5,76.89,85.09,75.36,69.77,22,13,4,4,2,4,9,2,61.46,72.94,52.48,58.96,16,9,3,3,5,3,18,1,76.89,85.09,75.36,69.77,22,13,4,4,2,4,9,2
66,600,Ainceer,laskarshiladitya,1161,1201,White,1161,Black,False,25.0,73.35,90.93,36.14,90.78,8,4,3,2,1,2,5,1,85.59,80.18,81.35,95.93,10,5,3,1,5,0,1,0,73.35,90.93,36.14,90.78,8,4,3,2,1,2,5,1
67,600,jordao006,Ainceer,1166,1169,Black,1169,Black,True,41.0,66.1,73.54,55.49,69.52,14,8,3,2,0,3,11,1,69.55,81.42,52.96,74.63,17,7,3,0,2,2,10,1,69.55,81.42,52.96,74.63,17,7,3,0,2,2,11,1
68,600,Darloval,Ainceer,1153,1177,Black,1177,Black,True,32.0,72.4,84.61,78.2,52.58,15,3,4,2,0,0,8,2,63.33,68.55,33.58,90.31,13,3,0,2,1,4,9,1,63.33,68.55,33.58,90.31,13,3,0,2,1,4,8,1
69,600,Ainceer,NotRemyRoth,1186,1207,White,1186,White,True,43.5,74.02,81.24,50.41,91.59,18,8,3,2,0,5,8,1,70.46,56.8,81.14,74.43,15,10,3,2,2,0,11,0,74.02,81.24,50.41,91.59,18,8,3,2,0,5,8,1
70,600,Ainceer,mica205,1179,1232,White,1179,Black,False,31.0,59.92,63.37,50.18,65.86,9,2,0,4,6,1,9,1,58.17,70.26,37.96,65.09,9,6,0,1,1,3,11,1,59.92,63.37,50.18,65.86,9,2,0,4,6,1,9,1
71,600,Karoly54,Ainceer,1173,1171,Black,1171,White,False,13.5,81.17,86.69,80.2,75.49,7,2,1,0,2,1,1,2,59.95,61.94,61.79,55.62,3,2,1,0,2,1,4,2,59.95,61.94,61.79,55.62,3,2,1,0,2,1,1,2
72,600,BBongo,Ainceer,1146,1162,Black,1162,White,False,21.5,77.44,73.97,97.46,61.41,11,3,1,1,1,2,3,2,72.47,79.77,84.23,53.42,9,3,2,0,1,2,4,2,72.47,79.77,84.23,53.42,9,3,2,0,1,2,3,2
73,600,painter000,Ainceer,1205,1155,Black,1155,White,False,4.5,93.03,93.55,89.03,100.0,2,1,2,0,0,0,0,1,54.7,90.28,38.25,0.0,0,1,1,0,0,1,1,2,54.7,90.28,38.25,0.0,0,1,1,0,0,1,0,2
74,600,Ainceer,gogipk,1162,1113,White,1162,White,True,28.5,69.26,83.8,46.81,78.05,9,6,2,1,2,3,6,1,60.68,74.21,54.23,52.09,7,5,1,1,4,1,9,2,69.26,83.8,46.81,78.05,9,6,2,1,2,3,6,1
75,600,Ainceer,harnishparmar,1154,1172,White,1154,Black,False,12.0,68.38,99.03,93.82,12.3,1,5,2,0,0,1,3,2,72.23,77.22,68.77,70.71,3,2,2,1,2,0,2,1,68.38,99.03,93.82,12.3,1,5,2,0,0,1,3,2
76,600,mdowd,Ainceer,1176,1146,Black,1146,White,False,17.5,80.93,88.96,83.56,70.28,8,4,2,0,1,0,3,2,55.34,84.6,66.68,6.64,3,2,3,1,1,1,6,2,55.34,84.6,66.68,6.64,3,2,3,1,1,1,3,2
77,600,Ainceer,abujameel,1154,1125,White,1154,White,True,52.5,65.0,82.64,47.46,64.89,16,11,2,2,3,4,15,1,54.74,68.66,42.51,52.25,9,8,5,3,2,6,19,1,65.0,82.64,47.46,64.89,16,11,2,2,3,4,15,1
78,600,yojoen,Ainceer,1189,1163,Black,1163,Black,True,39.0,79.14,81.93,71.89,83.59,18,9,1,2,1,2,6,1,76.84,71.39,70.44,88.68,19,8,1,0,2,1,8,1,76.84,71.39,70.44,88.68,19,8,1,0,2,1,6,1
79,600,Ainceer,Crown_23,1163,1127,White,1163,Draw,False,6.5,99.37,98.58,99.92,100.0,4,3,0,0,0,0,0,0,23.26,6.54,11.36,51.89,1,0,0,0,0,0,5,0,99.37,98.58,99.92,100.0,4,3,0,0,0,0,0,0
80,600,Crown_23,Ainceer,1127,1163,Black,1163,White,False,37.5,81.89,94.6,70.97,79.96,15,11,2,2,3,0,5,1,71.65,65.08,67.74,82.68,16,5,3,2,1,1,9,0,71.65,65.08,67.74,82.68,16,5,3,2,1,1,5,0
81,600,Ainceer,Crown_23,1163,1127,White,1163,White,True,59.5,76.51,66.05,75.53,87.96,27,10,1,1,8,5,8,0,61.26,59.1,66.43,58.08,17,8,4,3,5,4,18,2,76.51,66.05,75.53,87.96,27,10,1,1,8,5,8,0
82,600,Crown_23,Ainceer,1127,1163,Black,1163,White,False,43.5,75.03,84.82,66.86,73.3,18,10,1,0,3,5,7,1,71.05,57.83,72.61,83.65,11,12,3,4,2,2,9,0,71.05,57.83,72.61,83.65,11,12,3,4,2,2,7,0
83,600,Ainceer,Crown_23,1163,1127,White,1163,Black,False,14.0,64.4,88.21,55.11,46.25,5,2,1,1,1,0,4,2,58.7,78.27,66.08,25.0,6,1,1,0,0,1,5,2,64.4,88.21,55.11,46.25,5,2,1,1,1,0,4,2
84,600,gigilumina,Ainceer,1249,1195,Black,1195,White,False,15.5,90.45,87.29,91.92,92.77,6,5,2,1,2,0,0,0,48.9,49.89,50.41,46.4,1,3,1,0,2,2,6,2,48.9,49.89,50.41,46.4,1,3,1,0,2,2,0,2
85,600,badassdolphinater,Ainceer,1022,1203,Black,1203,Black,True,16.0,63.96,83.66,57.18,47.09,3,3,1,2,2,2,3,2,89.52,89.65,98.59,80.29,7,7,0,0,1,0,1,2,89.52,89.65,98.59,80.29,7,7,0,0,1,0,3,2
86,600,Ainceer,akj0598,1194,1189,White,1194,Black,False,26.0,50.84,95.57,24.79,29.81,5,5,2,0,1,1,12,1,75.3,76.1,63.76,87.39,11,4,1,1,2,3,4,1,50.84,95.57,24.79,29.81,5,5,2,0,1,1,12,1
87,180+2,Loweyboi,Ainceer,986,941,Black,941,White,False,18.5,70.51,80.23,60.85,68.84,10,2,0,0,1,2,4,1,57.85,68.38,54.75,50.4,4,2,0,0,6,2,4,2,57.85,68.38,54.75,50.4,4,2,0,0,6,2,4,2
88,180+2,Ainceer,IvanFranco7,887,929,White,887,Black,False,25.0,61.12,70.57,46.89,64.74,8,5,0,0,1,3,8,1,62.38,56.64,38.07,93.13,11,1,0,0,2,4,7,1,61.12,70.57,46.89,64.74,8,5,0,0,1,3,8,1
89,180+2,colinholt,Ainceer,819,833,Black,833,White,False,6.5,84.32,96.73,50.04,100.0,4,2,0,0,0,0,1,1,32.6,91.87,0.31,5.62,0,1,1,0,0,0,4,1,32.6,91.87,0.31,5.62,0,1,1,0,0,0,1,1
90,180+2,Ainceer,Nguyen_Thomas,790,817,White,790,Black,False,24.5,70.69,89.89,59.53,60.26,9,6,0,1,2,1,6,1,66.03,91.72,53.17,53.2,9,4,1,1,1,1,7,1,70.69,89.89,59.53,60.26,9,6,0,1,2,1,6,1
91,180+2,Mr666Jiggles,Ainceer,777,752,Black,752,White,False,32.5,65.15,86.84,66.57,42.03,11,9,0,1,0,1,11,2,65.49,75.38,63.62,56.66,13,4,1,2,1,1,10,2,65.49,75.38,63.62,56.66,13,4,1,2,1,1,11,2
92,600,Ainceer,pawnman333,1203,1214,White,1203,White,True,35.5,58.63,74.65,63.87,37.35,7,8,3,1,3,1,13,2,69.25,70.99,67.71,69.03,11,7,4,1,2,1,9,1,58.63,74.65,63.87,37.35,7,8,3,1,3,1,13,2
93,600,saturne9,Ainceer,1222,1195,Black,1195,White,False,25.5,68.59,82.98,57.57,64.81,8,6,1,1,2,2,6,1,62.64,89.34,57.53,37.7,9,2,1,2,2,2,7,2,62.64,89.34,57.53,37.7,9,2,1,2,2,2,6,2
94,600,Ainceer,jpack6,1188,1229,White,1188,Black,False,23.0,75.11,80.78,75.5,68.17,12,3,2,0,1,0,5,2,84.22,83.41,89.98,78.58,7,7,2,3,1,2,1,2,75.11,80.78,75.5,68.17,12,3,2,0,1,0,5,2
95,600,Ainceer,Foxworth002,1179,1157,White,1179,Black,False,27.0,60.42,93.84,52.33,35.08,3,9,2,3,0,1,9,2,54.44,56.69,29.1,77.53,8,2,1,2,2,1,11,1,60.42,93.84,52.33,35.08,3,9,2,3,0,1,9,2
96,600,supaluck,Ainceer,1137,1186,Black,1186,Black,True,13.5,66.09,86.12,89.36,11.97,4,3,1,0,1,2,3,2,85.53,83.71,75.18,98.16,6,3,2,0,0,1,1,1,85.53,83.71,75.18,98.16,6,3,2,0,0,1,3,1
97,600,Ainceer,markonovisad,1178,1198,White,1178,Black,False,28.0,66.23,73.94,59.42,64.47,9,5,0,3,2,2,7,1,67.15,86.47,59.2,53.63,8,4,1,4,3,2,6,2,66.23,73.94,59.42,64.47,9,5,0,3,2,2,7,1
98,600,steph9418,Ainceer,1140,1169,Black,1169,White,False,11.5,81.4,94.88,66.84,82.47,6,2,1,0,1,0,2,1,49.8,74.55,30.8,42.13,3,2,0,0,0,0,6,1,49.8,74.55,30.8,42.13,3,2,0,0,0,0,2,1
99,600,samirthapa32,Ainceer,1198,1161,Black,1161,White,False,26.5,82.04,94.21,83.81,68.09,12,8,0,1,2,0,4,2,64.27,76.84,59.52,55.47,9,5,0,2,1,2,7,2,64.27,76.84,59.52,55.47,9,5,0,2,1,2,4,2
100,600,Ainceer,sargent00,1153,1153,White,1153,Black,False,28.0,67.7,76.15,68.02,57.98,8,7,1,1,3,0,8,2,70.64,84.03,65.89,60.51,12,4,1,1,2,2,6,2,67.7,76.15,68.02,57.98,8,7,1,1,3,0,8,2
101,600,Ainceer,juansiebenlist,1162,1169,White,1162,White,True,29.5,56.92,90.08,42.06,38.62,7,7,0,1,3,1,11,2,52.69,71.74,24.43,62.93,5,4,2,2,2,3,11,1,56.92,90.08,42.06,38.62,7,7,0,1,3,1,11,2
102,180,sergiofilho80,Ainceer,766,787,Black,787,Black,True,12.0,65.43,99.92,54.85,41.53,4,3,0,1,0,0,4,2,49.46,60.73,46.98,40.69,1,3,1,0,1,1,5,2,49.46,60.73,46.98,40.69,1,3,1,0,1,1,4,2
103,180,prussianprince23,Ainceer,772,755,Black,755,White,False,20.5,77.59,80.63,70.01,82.12,6,7,1,0,2,2,3,1,78.7,86.03,63.39,88.0,10,2,0,2,3,0,3,1,78.7,86.03,63.39,88.0,10,2,0,2,3,0,3,1
